taxonomy_id,phylum,class,order,family,genus,species,strain,Gram.stain,genome_size,,,
2879938,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium sp. MEBOG06,Chryseobacterium sp. MEBOG06,negative,5292841,,,
2879939,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium sp. MEBOG07,Chryseobacterium sp. MEBOG07,negative,5184268,,,
288,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas atlantica,Pseudoalteromonas atlantica,negative,4507395,,,
288000,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium sp. BTAi1,Bradyrhizobium sp. BTAi1,negative,8493513,,,
2880008,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Brucepastera,Brucepastera parasyntrophica,Brucepastera parasyntrophica,negative,3239032,,,
288004,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Beggiatoa,Beggiatoa leptomitoformis,Beggiatoa leptomitoformis,negative,4265833.5,,,
2880218,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sp. D15,NA,negative,8325170,,,
2880221,Bacillota,Bacilli,Bacillales,Bacillaceae,Mesobacillus,Mesobacillus sp. S13,Mesobacillus sp. S13,positive,4806131,,,
2880260,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Antiquaquibacter,Antiquaquibacter oligotrophicus,NA,positive,2895552,,,
2880651,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Pseudodesulfovibrio,Pseudodesulfovibrio thermohalotolerans,NA,negative,3887578,,,
2880932,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Lichenihabitantaceae,Lichenihabitans,Lichenihabitans sp. PAMC28606,Lichenihabitans sp. PAMC28606,negative,4231322,,,
2880933,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces longhuiensis,Streptomyces sp. BH-MK-02,positive,10018810,,,
2880934,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp. PAMC28654,Mesorhizobium sp. PAMC28654,negative,6701426,,,
2881052,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga,Methylophaga pinxianii,Methylophaga pinxianii,negative,3225757,,,
2881056,Actinomycetota,Actinomycetes,Micrococcales,Demequinaceae,Demequina,Demequina sp. TMPB413,Demequina sp. TMPB413,positive,2920349,,,
2881234,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Abyssibius,Abyssibius alkaniclasticus,NA,negative,3208812,,,
2881265,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium hominis (ex Afrizal et al. 2022),NA,positive,3080408,,,
2883075,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. LQ2,Vibrio sp. LQ2,negative,4572010,,,
2883100,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Pseudosulfitobacter,Pseudosulfitobacter sp. DSM 107133,Pseudosulfitobacter sp. DSM 107133,negative,5144342,,,
2883106,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas sp. NyZ770,Halomonas sp. NyZ770,negative,4024853,,,
2883107,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,Proteus sp. NMG38-2,Proteus sp. NMG38-2,negative,4704085,,,
2883127,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter sp. DSM 110093,Sulfitobacter sp. DSM 110093,negative,4340034,,,
2883169,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium uberis,Corynebacterium uberis,positive,2531463,,,
2883205,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. L5B5,Pseudomonas sp. L5B5,negative,6811662,,,
2883236,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Wolbachia endosymbiont of Psylliodes chrysocephala,Wolbachia endosymbiont of Psylliodes chrysocephala,negative,1438854,,,
2883238,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Wolbachia endosymbiont of Chironomus riparius,Wolbachia endosymbiont of Chironomus riparius,negative,559667,,,
2883246,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Silvibacterium,Silvibacterium acidisoli,NA,negative,5359900,,,
2883261,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus elongatus,NA,negative,2743999,,,
2883998,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus laojiaonis,Lentilactobacillus laojiaonis,positive,1242019,,,
2884022,Actinomycetota,Thermoleophilia,Solirubrobacterales,Capillimicrobiaceae,Capillimicrobium,Capillimicrobium parvum,Capillimicrobium parvum,positive,5953270,,,
2884220,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. WA1-19,Streptomyces sp. WA1-19,positive,7294712,,,
2884263,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Dermatobacter,Dermatobacter hominis,Aquihabitans sp. Kera 3,positive,4661060,,,
2884264,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp. Kera G14,Nocardioides sp. Kera G14,positive,3469009,,,
288436,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Hoeflea,Hoeflea alexandrii,NA,negative,4978298.5,,,
2884455,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus sp. MP-37,Cupriavidus sp. MP-37,negative,6114217,,,
2884805,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. HN2,Pseudomonas sp. HN2,negative,6157956,,,
2884834,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. CMF12,Bacillus sp. CMF12,positive,5298346,,,
2884874,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Thermomonas,Thermomonas paludicola,Thermomonas sp. IMCC34681,negative,2717354,,,
2885078,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. RDE2,Rhodococcus sp. RDE2,positive,5715406,,,
2885079,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,Methylocystis,Methylocystis iwaonis,NA,negative,4392270.5,,,
2885357,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Hominenteromicrobium,Hominenteromicrobium mulieris,NA,positive,3146805,,,
2885633,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp. N1719,NA,negative,3040504,,,
2885764,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Globicatella,Globicatella sp. PHS-GS-PNBC-21-1553,NA,positive,2539934,,,
2886044,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella,Brucella sp. JSBI001,NA,negative,4884114,,,
2886045,Actinomycetota,Actinomycetes,Micrococcales,Brevibacteriaceae,Brevibacterium,Brevibacterium sp. JSBI002,NA,positive,3741678,,,
2886046,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,Marinobacter sp. AN1,NA,negative,4303669,,,
2886359,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Stenotrophomonas,Stenotrophomonas sp. SI-NJAU-1,Stenotrophomonas sp. SI-NJAU-1,negative,4444096,,,
2886360,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. HN2-3,Pseudomonas sp. HN2-3,negative,5998443,,,
2886361,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. HN8-3,Pseudomonas sp. HN8-3,negative,6016129,,,
2886375,Mycoplasmatota,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Spiroplasma endosymbiont of Phyllotreta cruciferae,Spiroplasma endosymbiont of Phyllotreta cruciferae,negative,736059,,,
2886377,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Wolbachia endosymbiont of Phyllotreta cruciferae,Wolbachia endosymbiont of Phyllotreta cruciferae,negative,1795892,,,
2886505,Bacillota,Bacilli,Bacillales,Bacillaceae,Priestia,Priestia sp. J2,Priestia sp. J2,positive,5314100,,,
2886510,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium paramultivorum,Sphingobacterium paramultivorum,negative,6433667,,,
288681,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus,Bacillus cereus E33L,positive,5845008,,,
2886821,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea sp. Z09,Pantoea sp. Z09,negative,3936811,,,
2886932,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. zg-Y1110,Arthrobacter sp. zg-Y1110,positive,3906702,,,
2886935,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter caoxuetaonis,Arthrobacter sp. zg-Y453,positive,3929901,,,
2886936,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter zhangbolii,Arthrobacter sp. zg-Y462,positive,3464001,,,
2886938,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. zg-Y20,NA,positive,3526984,,,
2886940,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter gengyunqii,Arthrobacter sp. zg-Y809,positive,3691056,,,
288705,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Renibacterium,Renibacterium salmoninarum,Renibacterium salmoninarum ATCC 33209,positive,3155250,,,
2887345,Spirochaetota,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia sp. BU AG58,Borrelia sp. BU AG58,negative,907848,,,
2887346,Actinomycetota,Actinomycetes,Micrococcales,Dermabacteraceae,Brachybacterium,Brachybacterium halotolerans,Brachybacterium halotolerans subsp. kimchii,positive,4101974,,,
28885,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Hydrogenovibrio,Hydrogenovibrio marinus,Hydrogenovibrio marinus,negative,2554678.5,,,
2888526,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. BC1-43,Bacillus sp. BC1-43,positive,4185798,,,
28894,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces nitrosporeus,Streptomyces nitrosporeus,positive,7618626.5,,,
28898,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter helveticus,Campylobacter helveticus,negative,1871495,,,
28901,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Gallinarum,negative,4820031,,,
28903,Mycoplasmatota,-,Mycoplasmoidales,Metamycoplasmataceae,Mycoplasmopsis,Mycoplasmopsis bovis,Mycoplasmopsis bovis,negative,1026350,,,
2890314,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix,Erysipelothrix enhydrae,NA,positive,1735515,,,
2890317,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia alsatica,Yersinia alsatica,negative,4901396,,,
2890318,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia vastinensis,NA,negative,4763193,,,
2890321,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas radiodurans,Sphingomonas radiodurans,negative,3678193,,,
2890406,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. B21-005,Burkholderia sp. B21-005,negative,7720745,,,
2890407,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. B21-007,Burkholderia sp. B21-007,negative,7796014,,,
2891210,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix litoralis,Thiothrix litoralis,negative,4284843,,,
2891570,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pseudocitrobacter,Pseudocitrobacter corydidari,Pseudocitrobacter corydidari,negative,5015040,,,
2892440,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus ratti,Staphylococcus ratti,positive,2323337,,,
2892442,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. CIP-10,Pseudomonas sp. CIP-10,negative,6473352,,,
2892541,Bacillota,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,Lysinibacillus sp. CD3-6,Lysinibacillus sp. CD3-6,positive,4813451,,,
2892996,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. SCSIO ZS0520,NA,positive,7919716,,,
2893202,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aegicerativicinus,Aegicerativicinus sediminis,Aegicerativicinus sediminis,negative,4094245,,,
2893469,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas sp. 7T,NA,negative,3634657,,,
2893471,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,Bartonella,Bartonella machadoae,Bartonella machadoae,negative,2708601,,,
2893586,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Actinoalloteichus,Actinoalloteichus caeruleus,NA,positive,6184314,,,
289370,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Phytopseudomonas,Phytopseudomonas argentinensis,Pseudomonas argentinensis,negative,5092329.5,,,
289376,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,Thermodesulfovibrionaceae,Thermodesulfovibrio,Thermodesulfovibrio yellowstonii,Thermodesulfovibrio yellowstonii DSM 11347,negative,2003803,,,
289377,Thermodesulfobacteriota,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacterium,Thermodesulfobacterium commune,Thermodesulfobacterium commune DSM 2178,negative,1745519,,,
289380,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium perfringens,Clostridium perfringens SM101,positive,2921996,,,
2893881,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter sp. JD417,NA,negative,6225150,,,
2893882,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium sp. C-71,NA,negative,4219626,,,
2893883,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium acetivorans,Flavobacterium sp. F-29,negative,3562455,,,
2893884,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium flavipigmentatum,Flavobacterium sp. F-70,negative,4362213,,,
2893885,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium cupriresistens,Flavobacterium sp. F-323,negative,5740613,,,
2893886,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium galactosidilyticum,Flavobacterium sp. F-340,negative,3530395,,,
2893889,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,Sulfurovum mangrovi,Sulfurovum sp. HSL1-3,negative,2970983,,,
2893890,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. KNUC1026,Pseudomonas sp. KNUC1026,negative,5221221,,,
289397,Mycoplasmatota,-,Mycoplasmoidales,Metamycoplasmataceae,Mycoplasmopsis,Mycoplasmopsis bovis,Mycoplasmopsis bovis PG45,negative,1003404,,,
2894079,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas oryziphila,Pseudomonas oryziphila,negative,5867975,,,
2894081,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides okcheonensis,Nocardioides okcheonensis,positive,4471533,,,
2894082,Bacteroidota,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,Spirosoma sp. KNUC1025,Spirosoma sp. KNUC1025,negative,7607971,,,
2894156,Actinomycetota,Coriobacteriia,Coriobacteriales,Kribbibacteriaceae,Leptogranulimonas,Leptogranulimonas caecicola,NA,positive,2018144.5,,,
2894187,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. zg-Y919,NA,positive,3084267,,,
2894192,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. zg-Y820,NA,positive,3792570,,,
2894201,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter meridianamericanus,NA,negative,5804056,,,
2894202,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. SCSIO 43095,Pseudoalteromonas sp. SCSIO 43095,negative,3709012,,,
2894203,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter sp. AN-K1,Enterobacter sp. AN-K1,negative,4656683,,,
2894310,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. NMS14P,NA,negative,6877688,,,
2894755,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Sulfurimonadaceae,Thiomicrolovo,Thiomicrolovo sulfuroxydans,Sulfurimonas sp. HSL-3221,negative,2524721,,,
2895286,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter mucosus,Pedobacter mucosus,negative,4929029,,,
2895352,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Aliamphritea,Aliamphritea hakodatensis,NA,negative,5208344,,,
2895470,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. B21-009,Pseudomonas sp. B21-009,negative,5897256,,,
2895471,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. B21-010,Pseudomonas sp. B21-010,negative,6472652,,,
2895472,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. B21-012,Pseudomonas sp. B21-012,negative,5935759,,,
2895473,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. B21-015,Pseudomonas sp. B21-015,negative,6591181,,,
2895474,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. B21-017,Pseudomonas sp. B21-017,negative,6550594,,,
2895475,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. B21-019,Pseudomonas sp. B21-019,negative,6413006,,,
2895476,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. B21-021,Pseudomonas sp. B21-021,negative,6494068,,,
2895477,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. B21-023,Pseudomonas sp. B21-023,negative,5874598,,,
2895480,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. B21-028,Pseudomonas sp. B21-028,negative,6493931,,,
2895482,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. B21-031,Pseudomonas sp. B21-031,negative,5975010,,,
2895483,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. B21-032,Pseudomonas sp. B21-032,negative,5917749,,,
2895484,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. B21-035,Pseudomonas sp. B21-035,negative,5858994,,,
2895485,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. B21-036,Pseudomonas sp. B21-036,negative,5665049,,,
2895486,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. B21-040,Pseudomonas sp. B21-040,negative,6753303,,,
2895487,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. B21-041,Pseudomonas sp. B21-041,negative,6414521,,,
2895488,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. B21-044,Pseudomonas sp. B21-044,negative,5727781,,,
2895489,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. B21-047,Pseudomonas sp. B21-047,negative,5931766,,,
2895490,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. B21-048,Pseudomonas sp. B21-048,negative,5714883,,,
2895491,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. B21-051,Pseudomonas sp. B21-051,negative,6046332,,,
2895493,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. B21-053,NA,negative,7123501,,,
2895494,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. B21-054,NA,negative,6855336,,,
2895495,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. B21-056,NA,negative,6448716,,,
2895496,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. B21-059,NA,negative,6788027,,,
2895522,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,Brevibacillus humidisoli,Brevibacillus sp. MMS20-4M-10-Y,positive,4908260,,,
2895559,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Subtercola,Subtercola endophyticus,Subtercola sp. AK-R2A1-2,positive,4318731,,,
2895565,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp. B-3,Nocardioides sp. B-3,positive,4483534,,,
2895796,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paracoccus,Paracoccus sp. MA,Paracoccus sp. MA,negative,4473736,,,
2895818,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter antioxidans,Arthrobacter sp. QL17,positive,3781783,,,
2895946,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp. MMS20-IR301,NA,positive,7692818,,,
2895947,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium cyclinae,Flavobacterium cyclinae,negative,3017062,,,
2895980,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Terrirubraceae,Terrirubrum,Terrirubrum flagellatum,NA,negative,6384545,,,
2896848,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Yinghuangia,Yinghuangia sp. ASG 101,Yinghuangia sp. ASG 101,positive,8343587,,,
2896849,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium kaempferiae,Novosphingobium sp. Sx8-5,negative,5698134,,,
2897181,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium channae,Flavobacterium channae,negative,2808467,,,
2897324,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus sp. Agwp_2,NA,negative,7456045,,,
2897332,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Roseomonadaceae,Roseomonas,Roseomonas cutis,Roseomonas sp. OT10,negative,5689429,,,
2897333,Bacillota,Bacilli,Bacillales,Bacillaceae,Metabacillus,Metabacillus sp. B2-18,Metabacillus sp. B2-18,positive,5469024,,,
2897334,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylorubrum,Methylorubrum sp. B1-46,Methylorubrum sp. B1-46,negative,5496197,,,
2897335,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus sp. HL28,Staphylococcus sp. HL28,positive,2562829,,,
2897342,Thermodesulfobacteriota,Desulfuromonadia,Geobacterales,Geobacteraceae,Geomonas,Geomonas sp. RF6,Geomonas sp. RF6,negative,5258610,,,
2897413,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella sp. KPN54798,Klebsiella sp. KPN54798,negative,5647734,,,
2897772,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Thauera,Thauera sp. WB-2,NA,negative,4311295,,,
2897773,Actinomycetota,Actinomycetes,Micrococcales,Ruaniaceae,Ruania,Ruania halotolerans,Ruania halotolerans,positive,4270413,,,
2897774,Actinomycetota,Actinomycetes,Micrococcales,Ruaniaceae,Ruania,Ruania suaedae,Ruania suaedae,positive,3557440,,,
2898149,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium ontarionense,Bradyrhizobium sp. A19,negative,8435845,,,
2898151,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Curtobacterium,Curtobacterium sp. C1,Curtobacterium sp. C1,positive,3685999,,,
2898152,Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,Terrabacter,Terrabacter sp. BE26,NA,positive,4386259,,,
2898187,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Faecalibacter,Faecalibacter bovis,Faecalibacter bovis,negative,2835235,,,
2898276,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. MRC013,Streptomyces sp. MRC013,positive,5331980,,,
2898431,Pseudomonadota,Betaproteobacteria,Burkholderiales,-,Aquabacterium,Aquabacterium sp. J223,Aquabacterium sp. J223,negative,4656167,,,
2898433,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. J315,Sphingomonas sp. J315,negative,3929132,,,
2898438,Actinomycetota,Thermoleophilia,Solirubrobacterales,Baekduiaceae,Svornostia,Svornostia abyssi,NA,positive,5061584,,,
